AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,eyeDetection
4267.69,3971.79,4252.31,4099.49,4335.9,4617.44,4067.18,4619.49,4222.05,4233.85,4186.15,4272.82,4589.23,4333.85,0
4320,4022.05,4289.23,4122.56,4350.77,4640,4095.9,4641.03,4211.28,4255.38,4235.38,4299.49,4624.1,4385.64,0
4242.05,4005.13,4230.26,4103.08,4336.92,4612.82,4059.49,4606.15,4178.46,4208.21,4162.05,4249.74,4535.9,4278.46,1
4267.69,4006.67,4248.72,4120.51,4329.74,4625.64,4074.36,4596.41,4184.62,4225.64,4181.03,4260.51,4590.26,4322.56,0
4319.49,3988.21,4262.56,4113.33,4339.49,4627.69,4102.56,4624.1,4211.28,4220,4175.38,4300,4617.44,4379.49,1
4249.23,3982.05,4247.18,4107.69,4334.36,4621.54,4080.51,4610.77,4198.46,4219.49,4180.51,4256.41,4564.62,4307.18,0
4289.74,4012.82,4273.33,4130.77,4333.85,4617.95,4081.03,4613.85,4195.9,4223.59,4202.05,4282.05,4609.23,4352.31,0
4279.49,3983.59,4264.1,4105.64,4347.69,4632.31,4107.69,4623.59,4200,4222.56,4202.56,4271.28,4586.15,4353.85,1
4286.15,3986.15,4270.26,4122.05,4338.46,4616.92,4063.08,4613.85,4211.79,4231.28,4210.77,4276.41,4614.87,4340,0
4292.31,4001.54,4268.72,4118.97,4342.56,4622.56,4072.82,4629.74,4213.85,4229.23,4220.51,4290.26,4616.92,4369.23,0
4303.59,3997.95,4246.67,4094.87,4326.67,4622.05,4065.13,4614.36,4200.51,4223.59,4198.46,4260,4592.82,4349.74,0
4397.95,4113.33,4294.87,4155.38,4347.18,4614.87,4064.62,4602.56,4198.97,4212.31,4199.49,4299.49,4612.82,4422.05,1
4315.38,4042.56,4273.33,4142.56,4341.03,4586.67,4088.72,4609.23,4198.97,4235.9,4182.56,4291.28,4606.15,4365.13,0
4341.03,4033.85,4295.9,4144.1,4358.97,4630.77,4094.36,4619.49,4195.38,4233.85,4227.69,4300,4624.62,4400,1
4292.82,3983.59,4262.56,4110.26,4345.13,4633.33,4084.62,4642.05,4223.59,4241.54,4218.46,4279.49,4626.67,4349.23,1
4317.44,3993.85,4274.87,4104.1,4328.21,4618.46,4083.08,4630.26,4203.59,4232.82,4202.56,4284.62,4596.41,4371.79,1
4281.54,4001.54,4245.64,4120,4334.87,4595.9,4080.51,4592.82,4178.46,4214.87,4191.79,4257.95,4605.64,4347.69,0
4441.03,4120,4321.03,4183.59,4349.74,4613.85,4069.74,4607.69,4182.05,4224.62,4211.79,4313.33,4664.1,4484.1,0
4261.54,3965.13,4256.41,4109.74,4340,4617.95,4063.59,4610.77,4190.77,4206.15,4163.08,4260.51,4575.38,4320.51,0
4333.85,4062.05,4258.46,4154.87,4355.38,4621.03,4063.59,4610.77,4193.85,4222.05,4217.95,4283.59,4606.67,4379.49,0
4282.05,3991.79,4249.23,4116.41,4340.51,4617.95,4060,4602.05,4181.54,4217.95,4195.9,4264.62,4600.51,4334.36,0
4279.49,3986.67,4263.59,4112.82,4340,4629.23,4073.33,4614.36,4198.97,4218.97,4189.23,4275.9,4583.59,4342.56,0
4383.59,3988.21,4299.49,4135.9,4349.23,4627.69,4080,4612.82,4208.72,4257.44,4235.9,4316.92,4662.56,4445.64,1
4279.49,4011.79,4236.92,4107.18,4322.05,4600,4063.08,4614.36,4181.03,4214.36,4196.41,4259.49,4591.28,4330.77,0
4286.15,3984.62,4248.21,4122.56,4341.54,4620,4052.82,4606.15,4201.03,4220.51,4172.31,4264.62,4595.38,4345.64,0
4268.21,4014.87,4232.31,4110.26,4348.72,4616.41,4069.74,4614.87,4186.15,4219.49,4177.44,4262.56,4561.03,4329.74,0
4318.46,3955.9,4249.23,4093.33,4339.49,4604.1,4076.41,4597.44,4184.1,4222.05,4188.21,4276.92,4576.41,4361.54,1
4252.31,4038.46,4260,4127.18,4341.54,4614.87,4068.72,4587.18,4168.21,4209.74,4165.64,4252.82,4545.64,4286.67,1
4327.69,4043.59,4265.64,4123.08,4350.26,4615.38,4103.59,4622.56,4227.69,4246.15,4236.92,4298.46,4632.31,4381.03,1
4296.92,4057.44,4266.15,4129.74,4347.69,4627.69,4071.28,4602.05,4201.54,4221.03,4200,4271.28,4600.51,4343.59,0
4296.41,4007.69,4262.56,4119.49,4331.28,4611.28,4052.82,4611.79,4184.62,4213.85,4195.9,4272.82,4567.18,4348.72,1
4291.79,4027.18,4259.49,4138.46,4333.85,4605.13,4067.18,4611.79,4189.74,4213.33,4190.26,4274.36,4600,4347.69,0
4294.36,4004.62,4276.41,4126.15,4334.87,4613.85,4080.51,4600,4194.87,4224.62,4202.05,4289.23,4597.95,4359.49,0
4282.56,3998.97,4260.51,4114.87,4335.38,4610.26,4056.41,4607.18,4190.77,4215.38,4193.33,4266.67,4587.18,4354.36,0
4319.49,4027.18,4265.13,4138.46,4348.21,4637.44,4087.18,4600,4194.87,4244.1,4205.13,4287.18,4612.82,4388.21,0
4273.33,4022.05,4250.26,4116.41,4337.95,4628.21,4057.44,4614.87,4205.13,4225.13,4193.85,4263.59,4610.26,4335.9,1
4284.62,3986.67,4249.74,4108.72,4334.36,4619.49,4054.87,4617.95,4200,4237.95,4195.38,4272.82,4596.41,4351.28,1
4294.87,4007.18,4260,4105.13,4347.69,4631.79,4068.21,4620.51,4214.87,4252.31,4211.79,4280.51,4609.23,4368.72,0
4333.85,4042.56,4326.15,4147.18,4364.62,4664.62,4110.77,4658.46,4242.05,4267.69,4245.13,4303.59,4648.72,4398.46,0
4318.97,4019.49,4250.26,4127.18,4347.69,4621.03,4072.31,4602.56,4207.69,4257.44,4215.38,4292.31,4622.05,4387.18,0
4280,4009.74,4248.21,4114.87,4327.69,4612.31,4059.49,4588.72,4172.31,4208.72,4182.05,4263.08,4583.08,4333.85,0
4289.23,4027.69,4268.21,4140,4348.21,4630.77,4086.67,4623.08,4213.85,4253.33,4211.28,4279.49,4610.77,4348.21,1
4288.72,3993.85,4265.64,4113.33,4337.44,4615.9,4065.13,4619.49,4202.56,4234.87,4166.15,4271.79,4596.92,4349.74,1
4308.72,4000,4263.08,4126.67,4343.08,4629.74,4061.54,4616.41,4206.67,4249.23,4225.13,4277.95,4616.92,4366.67,0
4300.51,4005.64,4264.1,4120.51,4326.67,4604.62,4070.26,4587.69,4174.87,4213.85,4144.1,4274.87,4596.41,4355.38,0
4376.41,4077.44,4342.05,4196.41,4394.36,4689.74,4113.33,4674.87,4260,4297.95,4276.92,4348.72,4682.05,4436.41,0
4273.85,3959.49,4248.21,4106.15,4337.44,4618.46,4061.03,4616.41,4213.85,4242.56,4217.44,4277.44,4633.85,4360.51,0
4272.82,4010.77,4230.26,4103.08,4328.72,4607.18,4066.15,4608.72,4190.77,4216.92,4190.26,4260,4595.38,4333.33,0
4286.67,4010.77,4264.1,4123.08,4342.56,4617.44,4083.08,4611.79,4202.05,4237.44,4211.28,4282.56,4606.67,4369.74,1
4313.33,4007.18,4248.72,4110.77,4321.03,4596.41,4063.08,4593.85,4185.13,4216.92,4191.28,4268.21,4602.05,4374.87,1
4284.62,3991.79,4251.28,4122.05,4334.36,4616.41,4080.51,4628.72,4200,4220,4165.64,4267.18,4596.41,4350.77,1
4324.62,3991.79,4274.36,4117.44,4347.69,4626.67,4081.54,4609.74,4191.79,4242.56,4213.33,4284.62,4634.36,4391.28,1
4422.56,4083.59,4306.67,4165.64,4325.13,4601.54,4061.54,4596.92,4173.33,4221.03,4224.62,4314.87,4651.79,4477.95,0
4316.92,4068.21,4285.13,4156.92,4386.15,4646.15,4099.49,4657.95,4233.33,4260.51,4226.15,4300.51,4646.67,4377.95,1
4297.44,4008.21,4260,4117.44,4348.72,4615.9,4045.64,4610.77,4194.87,4224.1,4208.72,4267.18,4609.74,4348.21,1
4280.51,3980.51,4246.67,4100,4335.9,4619.49,4046.67,4611.28,4183.08,4217.44,4189.74,4262.05,4586.67,4343.59,1
4280,3990.26,4246.15,4108.21,4331.79,4588.21,4035.38,4604.1,4193.33,4241.03,4192.31,4255.9,4598.46,4351.28,0
4293.85,4026.15,4256.41,4135.9,4351.79,4622.56,4079.49,4602.05,4184.62,4221.03,4191.28,4256.92,4584.62,4363.59,1
4271.79,3990.26,4262.56,4111.79,4320.51,4605.13,4046.67,4626.67,4197.44,4203.08,4188.21,4269.23,4577.44,4334.87,1
4289.23,4045.13,4248.72,4133.85,4345.13,4617.44,4065.13,4595.38,4181.54,4196.92,4179.49,4255.9,4591.28,4339.49,0
4287.18,4000.51,4266.67,4106.67,4334.87,4614.87,4086.15,4614.87,4195.9,4221.03,4193.85,4277.95,4587.69,4357.44,1
4278.46,3983.59,4259.49,4115.38,4325.64,4601.03,4046.15,4621.03,4183.59,4217.44,4203.08,4277.95,4582.05,4349.23,1
4303.08,4007.69,4263.08,4136.41,4344.1,4628.21,4059.49,4608.21,4205.64,4236.92,4216.92,4267.69,4597.44,4351.28,0
4295.38,4003.59,4278.46,4133.33,4332.31,4616.92,4048.21,4616.92,4196.92,4221.54,4145.64,4268.21,4588.21,4355.38,0
4310.26,4020,4265.13,4136.41,4338.46,4608.21,4057.95,4592.82,4186.67,4207.18,4191.28,4273.33,4595.38,4375.38,1
4322.56,4032.82,4296.92,4170.77,4378.97,4651.79,4098.97,4643.08,4228.21,4240.51,4206.67,4297.44,4629.23,4382.56,1
4298.46,4001.03,4259.49,4111.79,4343.08,4624.1,4070.26,4619.49,4207.69,4236.92,4194.36,4276.41,4598.97,4353.85,0
4348.72,3984.62,4280.51,4136.41,4330.26,4615.38,4075.38,4610.77,4196.41,4237.44,4188.72,4305.64,4641.54,4420,1
4275.9,4008.21,4255.38,4126.15,4327.69,4613.85,4053.33,4576.92,4164.62,4209.23,4172.82,4258.97,4573.85,4329.23,0
4277.44,3990.26,4247.18,4107.18,4330.26,4602.05,4056.92,4616.41,4204.62,4233.85,4214.36,4275.38,4602.05,4348.21,1
4312.82,4020.51,4278.46,4141.54,4346.67,4618.46,4068.21,4610.77,4200,4233.85,4197.44,4268.21,4603.59,4362.05,1
4260,3976.41,4228.21,4104.1,4325.64,4604.1,4050.77,4633.33,4214.87,4223.08,4203.59,4264.62,4588.21,4337.95,1
4286.15,3984.62,4265.64,4117.95,4314.36,4598.97,4055.9,4600.51,4184.1,4197.44,4175.9,4274.87,4580,4343.59,1
4298.46,4024.1,4262.05,4126.15,4335.38,4618.46,4057.95,4589.23,4166.15,4211.28,4182.56,4266.67,4567.18,4350.77,1
4277.44,4060.51,4268.21,4167.18,4367.18,4641.54,4079.49,4645.13,4193.85,4221.03,4183.59,4267.69,4561.03,4310.77,0
4321.54,4041.03,4263.59,4114.36,4351.79,4629.74,4109.74,4637.44,4229.74,4240.51,4230.26,4299.49,4627.18,4383.59,1
4304.1,4026.67,4277.95,4141.03,4364.62,4634.36,4091.79,4672.31,4207.18,4226.15,4214.36,4288.21,4612.82,4349.74,0
4312.82,4034.87,4282.56,4138.46,4351.28,4640,4087.69,4642.56,4218.46,4250.77,4200,4293.33,4627.18,4383.59,0
4322.05,4031.79,4282.56,4124.62,4352.82,4632.82,4121.54,4628.72,4234.87,4250.26,4220.51,4296.92,4633.85,4388.72,1
4279.49,3980.51,4251.28,4106.15,4334.87,4624.1,4062.56,4640.51,4237.95,4255.9,4210.77,4284.1,4587.18,4343.59,1
4285.64,4017.44,4260,4106.67,4343.08,4618.97,4051.28,4615.9,4192.31,4228.72,4194.36,4261.54,4584.1,4355.38,1
4297.44,3995.38,4251.79,4109.23,4333.85,4628.21,4062.05,4616.41,4208.21,4247.69,4220.51,4280.51,4633.85,4368.21,0
4303.59,4060.51,4271.28,4122.56,4363.59,4627.18,4062.05,4597.44,4201.54,4237.95,4201.03,4286.15,4618.97,4365.13,0
4309.23,4006.67,4278.97,4135.38,4328.21,4614.87,4071.79,4629.74,4214.87,4235.38,4195.9,4283.08,4615.9,4372.31,1
4304.1,4039.49,4263.59,4114.36,4344.62,4624.62,4081.54,4610.26,4196.41,4212.82,4202.56,4278.46,4607.69,4363.08,0
4298.46,4020,4251.79,4122.56,4348.72,4571.79,4091.79,4610.26,4196.92,4237.95,4208.21,4281.03,4600,4356.41,0
4280.51,4037.95,4263.08,4157.95,4344.62,4615.9,4067.18,4597.95,4192.82,4211.79,4167.69,4268.21,4557.95,4326.67,1
4283.08,3990.26,4263.08,4121.54,4326.15,4610.26,4070.26,4609.74,4178.97,4224.62,4202.56,4273.33,4600,4330.77,0
4269.23,4016.41,4260.51,4121.54,4340.51,4617.95,4072.82,4623.08,4193.85,4218.97,4183.08,4270.26,4547.69,4328.21,0
4315.9,4013.85,4269.74,4121.03,4325.64,4595.9,4081.54,4613.33,4200,4226.15,4206.67,4286.15,4610.26,4384.1,1
4280,3996.92,4247.18,4125.13,4349.74,4624.1,4090.77,4628.21,4213.85,4252.82,4209.23,4262.56,4619.49,4343.59,1
4294.36,3994.36,4248.72,4111.28,4346.67,4623.08,4058.97,4591.79,4187.18,4227.69,4208.21,4264.1,4606.67,4361.54,0
4294.36,3991.79,4268.72,4121.03,4340,4618.97,4060.51,4613.33,4203.08,4229.74,4206.67,4274.36,4607.18,4342.05,0
4326.67,4038.97,4280.51,4148.72,4334.36,4604.1,4066.67,4620.51,4204.62,4232.31,4200.51,4291.79,4621.03,4384.1,0
4317.44,4040,4262.05,4120,4347.69,4625.64,4118.46,4610.26,4212.31,4230.26,4214.36,4292.31,4621.54,4367.18,1
4273.85,3986.15,4243.59,4113.85,4323.08,4620,4057.44,4611.28,4204.1,4229.74,4201.03,4273.85,4608.21,4349.74,0
4370.77,4049.74,4280,4147.69,4338.46,4614.87,4048.72,4585.13,4176.41,4219.49,4216.92,4286.15,4627.18,4413.85,0
4363.59,4054.36,4361.54,4153.33,4376.92,4672.31,4118.97,4658.97,4237.95,4285.13,4258.46,4327.18,4655.38,4411.28,0
4301.54,4054.36,4254.36,4120,4350.26,4629.23,4076.41,4605.13,4201.54,4224.1,4200.51,4271.79,4616.92,4360,0
4269.23,3985.64,4249.23,4102.56,4334.36,4619.49,4057.44,4616.41,4200.51,4221.54,4191.79,4264.62,4590.77,4334.36,0
4271.79,4026.15,4273.85,4134.87,4374.36,4648.72,4098.97,4644.1,4220,4234.36,4209.23,4282.05,4616.41,4335.38,0
4285.64,4011.28,4254.36,4118.46,4345.13,4610.26,4044.62,4598.46,4186.15,4226.15,4196.41,4267.69,4584.1,4350.77,1
4235.38,4003.08,4233.85,4103.59,4345.64,4627.69,4072.31,4620,4180,4214.36,4168.21,4248.72,4541.54,4277.44,1
4287.18,3990.26,4253.33,4102.56,4338.97,4618.46,4051.79,4611.28,4192.31,4222.05,4207.18,4260.51,4589.23,4341.03,0
4286.67,3995.9,4253.33,4109.74,4329.74,4617.95,4056.41,4626.15,4201.54,4233.33,4204.1,4284.1,4605.13,4363.08,0
4389.74,4004.62,4264.1,4122.05,4356.41,4602.56,4080,4600,4197.95,4255.9,4234.36,4304.1,4663.59,4457.95,1
4277.95,3973.85,4252.31,4102.05,4321.54,4619.49,4086.67,4630.26,4215.38,4242.56,4197.44,4276.41,4586.15,4351.28,0
4281.54,3994.36,4261.03,4118.46,4342.56,4616.41,4060.51,4609.23,4196.41,4224.1,4176.41,4271.79,4592.31,4337.44,1
4266.15,4000.51,4246.67,4122.05,4337.44,4611.79,4050.26,4594.87,4179.49,4211.79,4193.33,4257.95,4577.95,4333.33,0
4286.15,4031.79,4256.41,4134.36,4330.26,4607.18,4057.44,4600,4176.41,4220,4204.1,4265.64,4608.72,4346.15,0
4295.38,4013.85,4255.9,4138.46,4341.03,4616.92,4067.69,4586.67,4186.67,4232.82,4195.9,4274.36,4594.87,4353.33,1
4238.97,4003.59,4236.41,4103.59,4342.56,4615.9,4044.62,4616.41,4181.54,4225.13,4177.95,4247.69,4556.92,4294.36,0
4277.44,3969.23,4264.1,4117.95,4329.74,4616.92,4056.92,4626.67,4198.97,4224.1,4197.44,4260,4584.62,4344.1,0
4331.79,4053.33,4263.59,4116.92,4349.23,4630.26,4106.67,4627.18,4219.49,4243.59,4236.41,4301.03,4640.51,4394.36,1
4298.46,4003.08,4264.1,4118.46,4330.26,4610.77,4048.72,4613.33,4190.77,4231.28,4202.56,4279.49,4581.03,4354.87,1
4362.56,4035.38,4304.62,4177.95,4391.28,4672.31,4133.33,4662.56,4238.97,4266.67,4204.62,4314.87,4614.36,4394.87,1
4304.1,4006.67,4273.85,4121.54,4335.9,4616.41,4066.67,4630.26,4209.74,4238.46,4191.28,4287.69,4611.28,4367.69,1
4286.15,3991.79,4265.13,4115.38,4342.05,4606.67,4053.85,4626.67,4197.95,4227.18,4214.87,4291.79,4605.13,4358.46,1
4325.13,4047.18,4287.18,4151.79,4353.33,4648.21,4089.23,4612.82,4197.44,4238.46,4203.59,4285.13,4599.49,4382.05,1
4288.72,4017.95,4278.46,4141.54,4349.23,4615.38,4061.54,4610.77,4198.46,4226.15,4212.82,4276.41,4602.56,4354.36,0
4312.31,4016.41,4246.67,4123.08,4342.05,4629.23,4090.77,4608.72,4203.08,4250.77,4208.21,4285.64,4610.77,4383.08,0
4250.77,3989.23,4241.03,4114.36,4344.1,4614.36,4061.54,4604.1,4184.62,4220,4189.74,4248.21,4582.56,4315.38,0
4299.49,4007.69,4265.64,4110.26,4341.03,4617.44,4048.72,4610.26,4196.41,4241.03,4182.05,4268.72,4608.72,4370.26,0
4285.64,3965.64,4260,4126.15,4343.08,4632.31,4054.36,4618.97,4211.79,4226.67,4196.41,4273.33,4580.51,4339.49,0
4283.59,3995.38,4245.64,4116.92,4330.26,4615.9,4053.85,4602.56,4201.54,4223.08,4198.46,4270.26,4617.95,4344.1,1
4291.79,4020.51,4250.77,4107.18,4349.23,4628.21,4081.03,4609.74,4194.87,4222.56,4196.41,4256.92,4596.41,4354.87,1
4307.18,4024.62,4277.95,4120.51,4336.92,4621.03,4052.31,4621.54,4196.92,4240.51,4169.74,4267.18,4607.18,4369.74,0
4368.21,4049.23,4294.36,4140,4341.54,4612.82,4062.56,4586.15,4186.67,4209.23,4193.33,4292.31,4625.13,4408.21,1
4281.03,3987.18,4260.51,4105.64,4339.49,4619.49,4068.21,4593.33,4193.33,4216.92,4197.95,4273.85,4595.9,4347.18,0
4286.15,3997.95,4269.74,4128.72,4328.21,4616.92,4056.41,4611.79,4194.87,4224.62,4194.36,4270.77,4603.08,4350.26,0
4280,4003.08,4246.67,4098.97,4341.54,4612.82,4049.23,4596.92,4184.1,4216.92,4197.44,4270.77,4618.46,4338.97,1
4296.41,3950.77,4263.08,4120.51,4335.38,4632.31,4060.51,4617.95,4213.85,4240,4213.33,4278.46,4612.31,4355.9,0
4304.1,4008.72,4266.15,4132.31,4347.69,4624.62,4058.46,4612.82,4203.08,4232.31,4209.74,4282.56,4595.9,4354.87,0
4294.87,3992.82,4273.85,4116.92,4335.9,4617.95,4048.72,4600.51,4192.82,4237.95,4170.77,4270.77,4603.08,4361.03,0
4382.56,4054.87,4349.23,4188.72,4422.05,4705.13,4165.64,4683.08,4266.67,4305.13,4291.79,4349.23,4696.92,4454.87,1
4295.38,4007.18,4250.26,4117.95,4345.13,4606.15,4085.13,4627.18,4208.21,4237.44,4215.9,4284.62,4618.46,4365.13,0
4258.97,4048.21,4264.1,4151.79,4387.69,4646.67,4090.77,4630.77,4215.9,4230.26,4191.79,4263.08,4591.79,4303.59,0
4287.69,3994.87,4265.64,4123.08,4332.31,4618.97,4044.62,4616.41,4197.44,4211.28,4192.31,4283.59,4608.21,4362.56,0
4292.31,3987.18,4277.44,4097.44,4328.72,4610.77,4070.77,4620.51,4195.9,4230.26,4203.59,4292.82,4590.77,4359.49,0
4270.77,4009.74,4231.28,4109.23,4329.74,4613.33,4076.92,4611.79,4184.62,4194.36,4185.64,4250.26,4574.36,4323.59,0
4305.64,4021.03,4270.26,4128.21,4350.77,4627.18,4074.36,4608.21,4181.54,4218.46,4196.41,4273.33,4578.46,4371.79,1
4451.28,4137.44,4301.54,4171.79,4329.74,4600,4056.41,4618.46,4193.33,4221.03,4210.26,4305.13,4657.95,4495.38,0
4313.33,4018.46,4261.03,4134.36,4326.67,4590.77,4047.18,4580.51,4169.74,4199.49,4170.26,4259.49,4580.51,4361.03,1
4398.46,4114.87,4311.28,4171.79,4341.03,4605.64,4071.28,4587.69,4170.26,4196.92,4204.62,4301.54,4592.82,4439.49,1
4274.36,3980,4248.72,4097.95,4334.87,4616.92,4066.67,4623.59,4194.87,4230.26,4209.23,4275.9,4594.87,4344.62,0
4317.44,4007.69,4257.44,4128.72,4343.59,4585.13,4088.21,4638.97,4231.79,4247.69,4209.23,4269.74,4625.13,4386.15,0
4293.85,3999.49,4263.08,4107.18,4337.44,4618.46,4060,4620,4211.28,4234.87,4205.64,4277.44,4612.82,4354.36,0
4305.13,4010.26,4259.49,4132.31,4327.69,4570.26,4086.15,4611.28,4197.95,4214.87,4196.41,4283.59,4595.38,4352.31,0
4282.05,3988.72,4243.59,4090.77,4326.15,4607.69,4042.56,4610.26,4190.77,4230.77,4192.31,4267.18,4594.36,4351.28,1
4299.49,4044.1,4284.1,4158.46,4371.28,4647.69,4085.13,4641.54,4209.74,4229.23,4206.67,4288.21,4606.67,4350.77,0
4259.49,3971.28,4251.28,4106.67,4332.31,4630.26,4091.28,4631.79,4217.44,4229.23,4195.38,4274.36,4586.67,4340,0
4278.46,3980,4262.56,4124.62,4348.21,4634.36,4084.62,4624.1,4198.97,4220,4191.79,4267.18,4590.77,4335.9,0
4302.05,3992.31,4264.62,4107.69,4328.72,4615.9,4078.46,4612.31,4196.41,4238.97,4197.44,4293.33,4592.82,4344.1,1
4262.56,3980,4236.92,4117.44,4315.9,4610.77,4040,4595.9,4185.64,4209.74,4178.46,4253.85,4598.46,4315.9,1
4332.31,4018.97,4292.31,4135.38,4343.08,4616.92,4064.62,4628.21,4207.69,4245.13,4215.9,4292.31,4610.77,4374.36,1
4298.97,3961.54,4248.72,4089.74,4332.31,4603.08,4091.28,4629.74,4221.54,4250.26,4241.54,4295.38,4660,4408.21,1
4288.21,4000.51,4256.41,4090.26,4335.38,4627.18,4086.67,4628.72,4214.87,4246.67,4212.82,4280,4604.1,4349.23,0
4338.97,4038.97,4314.36,4153.85,4363.08,4654.36,4101.54,4644.1,4217.95,4252.31,4228.21,4292.31,4629.74,4386.15,0
4300.51,4010.77,4251.28,4126.15,4340,4581.54,4087.69,4589.23,4176.92,4213.85,4187.69,4267.69,4592.82,4350.26,0
4421.03,4094.36,4280.51,4157.44,4343.59,4609.23,4054.36,4579.49,4179.49,4230.77,4209.23,4293.33,4626.15,4452.82,0
4326.15,4023.08,4277.44,4118.97,4325.13,4611.28,4067.69,4609.74,4180.51,4211.28,4194.87,4285.64,4581.03,4374.36,0
4291.28,3992.82,4251.79,4110.77,4344.1,4619.49,4063.08,4604.1,4206.67,4243.59,4213.85,4275.38,4614.36,4361.03,0
4327.69,4044.1,4280.51,4146.15,4362.56,4630.26,4117.95,4608.72,4210.26,4219.49,4206.15,4298.97,4598.46,4368.21,1
4210.26,3967.18,4216.92,4106.15,4340.51,4617.95,4074.87,4598.97,4190.77,4212.82,4171.79,4245.13,4546.15,4277.44,1
4313.33,4021.03,4286.67,4135.9,4375.9,4657.44,4110.26,4656.92,4238.46,4254.87,4223.08,4298.97,4643.59,4384.1,1
4315.38,4004.62,4270.77,4122.56,4356.92,4633.85,4111.79,4633.33,4215.38,4246.15,4223.08,4292.82,4611.28,4387.18,1
4328.21,4025.64,4287.18,4154.87,4363.08,4639.49,4084.1,4627.18,4222.56,4240.51,4217.44,4295.9,4635.9,4379.49,1
4273.85,3992.31,4261.54,4110.26,4327.18,4604.62,4048.72,4620.51,4204.1,4226.67,4185.13,4267.18,4590.26,4337.95,0
4297.95,4006.67,4261.03,4117.44,4337.95,4618.97,4065.13,4616.92,4199.49,4227.69,4174.36,4276.92,4599.49,4356.41,1
4348.21,4010.26,4278.97,4120.51,4317.44,4601.03,4052.31,4613.33,4206.15,4241.03,4237.44,4312.82,4640,4424.62,1
4274.87,3989.74,4247.69,4094.36,4346.15,4631.79,4071.28,4618.46,4213.85,4230.77,4204.62,4264.62,4611.28,4345.64,0
4280,3993.33,4264.62,4108.72,4336.92,4617.44,4078.97,4603.59,4188.72,4207.18,4189.74,4268.72,4587.18,4350.77,0
4286.15,3987.18,4255.38,4098.97,4332.82,4616.92,4046.67,4614.87,4198.97,4234.36,4200,4278.97,4603.08,4356.41,1
4318.97,4044.62,4273.85,4150.77,4346.15,4625.13,4069.23,4601.03,4194.36,4231.28,4197.44,4270.26,4592.31,4354.87,1
4241.03,4026.15,4242.56,4135.9,4343.59,4614.36,4050.26,4592.31,4169.74,4175.9,4134.87,4243.08,4488.21,4264.1,0
4285.13,4028.21,4262.56,4119.49,4332.31,4612.82,4040.51,4591.79,4178.97,4221.54,4193.33,4267.18,4615.38,4342.56,1
4295.9,4002.56,4258.97,4135.38,4347.18,4628.21,4082.05,4634.36,4194.87,4222.56,4208.21,4275.38,4615.38,4361.03,0
4306.15,4022.05,4265.13,4136.41,4361.54,4636.41,4091.79,4621.54,4209.23,4270.26,4225.13,4280.51,4640.51,4366.67,1
4297.95,4004.1,4260,4122.05,4333.85,4621.54,4061.54,4611.28,4195.9,4226.67,4209.74,4273.85,4614.36,4357.44,1
4267.18,3968.21,4244.62,4089.74,4330.77,4612.82,4063.08,4595.38,4184.62,4216.92,4196.92,4262.56,4600.51,4348.72,1
4262.56,4030.26,4238.97,4118.46,4344.62,4618.97,4074.36,4610.77,4197.95,4210.26,4188.21,4252.31,4580,4318.46,0
4324.62,4024.62,4265.13,4119.49,4335.9,4615.9,4068.72,4597.95,4184.62,4226.67,4201.54,4285.13,4596.41,4376.92,0
4291.28,3998.46,4256.41,4110.26,4334.36,4606.67,4068.72,4607.69,4197.95,4224.1,4194.87,4277.44,4629.23,4366.15,1
4286.67,4034.36,4247.18,4115.9,4339.49,4623.08,4073.33,4610.77,4203.59,4213.33,4202.05,4268.21,4597.95,4354.87,0
4284.1,3998.97,4248.21,4104.62,4336.92,4602.05,4064.62,4589.74,4177.95,4215.9,4187.69,4273.85,4617.44,4352.31,1
4296.92,4021.54,4264.62,4112.31,4340.51,4628.21,4063.59,4624.62,4207.18,4230.77,4199.49,4274.36,4600.51,4352.82,0
4300.51,4002.05,4263.59,4129.74,4358.46,4631.28,4083.59,4634.87,4217.44,4251.79,4218.97,4281.03,4623.59,4361.54,0
4316.92,4051.79,4280,4148.21,4352.31,4620.51,4068.72,4592.82,4183.59,4245.64,4206.15,4277.95,4610.77,4364.1,1
4306.67,4017.95,4250.77,4124.1,4350.26,4620,4059.49,4622.05,4207.18,4248.72,4231.28,4287.69,4635.38,4381.54,0
4302.56,4007.18,4270.77,4116.92,4356.41,4625.64,4101.03,4619.49,4198.97,4234.87,4211.28,4279.49,4612.31,4374.36,1
4338.46,4035.38,4298.97,4151.28,4386.67,4662.56,4092.31,4644.1,4240.51,4284.62,4260.51,4317.44,4653.33,4403.59,0
4303.08,4017.44,4246.67,4118.46,4340.51,4623.08,4075.38,4606.15,4207.69,4250.26,4200.51,4274.87,4602.05,4372.82,0
4250.77,4007.69,4241.03,4117.44,4336.41,4585.64,4033.33,4605.13,4173.85,4216.92,4180,4254.87,4561.54,4309.23,0
4362.05,4049.23,4359.49,4152.82,4368.21,4664.1,4108.21,4656.92,4232.82,4275.38,4257.95,4331.79,4665.64,4417.44,0
4307.18,3972.31,4266.67,4103.59,4339.49,4618.97,4100,4615.9,4195.9,4218.46,4207.18,4274.87,4594.87,4376.41,1
4305.64,4018.46,4279.49,4155.38,4340,4612.31,4049.23,4606.67,4201.54,4233.33,4217.95,4286.67,4610.77,4366.67,1
